Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
1,1,0,0,30,1,3,1,3,rainy,muddy,2,1,5,15,0,0,1,43,21,1,0,1,39.82395204,1.370111621,80.05985344,morning,3,3,0,2.5,8.5,3.16,2.58,0.48,Major
4,1,0,1,40,0,4,0,4,clear,wet,1,1,3,20,0,0,0,47,26,1,0,0,42.84006111,1.314065682,92.54240921,morning,1,2,2,1.5,6.5,5.33,2.26,0.54,Minor
0,0,1,1,20,1,4,0,6,clear,dry,0,14,3,23.333334,1,0,1,35,13,0,1,1,24.11322948,1.194681152,84.91631437,evening,1,1,7,1.5,10.5,1.74,4.04,0.36,Major
2,0,1,1,40,0,1,0,2,rainy,wet,0,12,9,40,1,0,0,21,0,1,0,1,26.85251985,0.999532012,54.26088102,night,3,2,0,4.5,9.5,3.81,1.32,0,Major
6,0,1,0,40,0,6,0,6,rainy,muddy,2,2,3,40,0,0,0,31,9,1,0,1,10,0.645126778,81.47665493,morning,3,3,0,1.5,7.5,4.71,1.99,0.28,Major
5,1,0,1,30,1,2,0,1,clear,wet,0,6,3,4.285714,0,0,0,35,15,1,0,1,24.81678426,0.602233191,77.89809281,evening,1,2,0,1.5,4.5,5.45,2.51,0.42,Minor
3,0,0,1,20,0,4,0,6,foggy,dry,1,3,3,10.769231,0,0,1,18,0,1,0,1,35.2494573,1.405376327,79.82859665,evening,4,1,0,1.5,6.5,2.67,3.8,0,Minor
5,0,1,0,40,0,5,1,4,clear,dry,1,12,9,33.333332,1,0,1,48,26,1,0,1,36.02478221,0.88252184,96.80000211,night,1,1,0,4.5,6.5,5.33,2.36,0.53,Minor
5,0,0,1,30,1,1,1,6,clear,icy,0,8,5,16.153847,0,0,1,36,17,1,0,0,43.98562726,1.195722617,100,night,1,5,2,2.5,10.5,2.61,3.23,0.46,Major
0,0,1,0,30,1,4,1,1,clear,wet,0,5,4,10,0,0,0,38,19,1,0,0,56.42444975,0.956198082,63.20649795,morning,1,2,2,2,7,3.75,2.04,0.49,Major
5,0,0,0,20,0,6,1,1,stormy,dry,2,3,7,4,0,0,0,48,30,1,0,1,34.66529795,1.23092892,100,morning,5,1,0,3.5,9.5,1.9,4.76,0.61,Major
0,0,0,0,40,1,2,0,6,clear,muddy,0,14,5,20,0,0,1,28,10,0,0,1,52.33183626,0.693308881,50.06450948,morning,1,3,3,2.5,9.5,3.81,1.22,0.34,Major
1,0,0,1,40,1,5,0,1,stormy,dry,1,8,6,40,0,0,1,40,17,1,0,1,56.67391519,0.984567919,65.78103348,night,5,1,0,3,9,4,1.6,0.41,Major
4,1,0,0,30,0,1,1,1,rainy,dry,1,8,7,6,0,0,1,33,11,1,0,1,62.25057084,0.876866353,75.56043486,morning,3,1,0,3.5,7.5,3.53,2.44,0.32,Major
3,1,0,0,20,1,6,1,1,clear,dry,2,2,2,8,0,0,1,33,11,1,1,1,52.34679334,0.7450537,94.07864766,morning,1,1,4,1,7,2.5,4.48,0.32,Major
0,1,1,0,40,1,1,0,3,rainy,icy,2,5,1,16,0,0,1,27,7,1,0,1,46.09931523,1.097711138,45.416643,morning,3,5,0,0.5,8.5,4.21,1.11,0.25,Major
3,1,0,0,20,0,6,0,3,foggy,dry,2,3,9,13.333333,1,0,1,51,27,0,1,1,28.79944179,1.036973294,100,afternoon,4,1,7,4.5,16.5,1.14,4.76,0.52,Major
5,0,1,0,40,1,4,0,6,rainy,dry,0,7,3,31.11111,0,0,0,31,9,0,0,1,49.0876465,0.99569123,44.06471059,evening,3,1,3,1.5,8.5,4.21,1.07,0.28,Major
0,0,1,0,30,1,4,1,1,clear,dry,0,2,3,10,0,0,0,41,19,1,0,1,39.3556766,1.091102737,100,morning,1,1,0,1.5,3.5,6.67,3.23,0.45,Minor
1,1,0,1,40,0,4,1,4,clear,wet,0,9,5,16.666666,1,0,0,18,0,1,0,1,65.64731624,0.64253077,71.71422388,afternoon,1,2,0,2.5,5.5,6.15,1.75,0,Minor
0,0,0,1,30,1,4,0,6,clear,dry,2,2,9,15,0,0,0,46,24,0,0,0,46.36903265,0.870548334,81.89052963,morning,1,1,5,4.5,11.5,2.4,2.64,0.51,Major
3,1,0,1,30,0,4,1,6,clear,dry,2,11,5,70,0,0,1,45,24,1,0,1,42.60046619,0.824674273,35.57548857,afternoon,1,1,0,2.5,4.5,5.45,1.15,0.52,Minor
4,1,0,0,20,1,4,0,5,clear,wet,0,2,9,8,1,0,0,35,14,1,0,1,66.23892516,1.269175421,94.85509602,afternoon,1,2,0,4.5,7.5,2.35,4.52,0.39,Major
6,0,0,0,30,0,3,1,2,rainy,dry,2,6,7,11.25,0,0,1,32,12,1,0,0,37.76436972,0.535724075,76.91476721,evening,3,1,2,3.5,9.5,2.86,2.48,0.36,Major
6,0,1,1,30,1,3,0,4,clear,wet,1,3,8,12.5,0,0,0,39,19,1,0,1,44.95205663,0.781931093,100,afternoon,1,2,0,4,7,3.75,3.23,0.48,Major
2,1,0,0,20,0,4,0,1,clear,icy,2,3,6,8,1,0,1,57,38,1,1,1,75.14088282,1.41829431,52.17672625,afternoon,1,5,4,3,13,1.43,2.48,0.66,Major
1,0,0,1,30,1,5,0,6,clear,icy,0,10,7,14,1,0,1,18,0,0,0,1,48.99353238,0.800350649,100,night,1,5,3,3.5,12.5,2.22,3.23,0,Major
5,1,0,0,30,1,1,1,1,stormy,dry,0,2,7,5.4545455,0,0,1,42,19,1,0,1,61.87707855,0.651899476,45.67527751,afternoon,5,1,0,3.5,9.5,2.86,1.47,0.44,Major
6,0,1,0,20,0,4,0,1,rainy,dry,2,14,5,13.333333,0,0,0,25,6,1,0,1,67.55685171,1.257345396,85.0550525,evening,3,1,0,2.5,6.5,2.67,4.05,0.23,Minor
1,0,0,0,30,0,2,0,6,foggy,dry,1,13,6,30,1,0,1,34,10,1,0,1,36.72205096,0.547844191,50.81167731,evening,4,1,0,3,8,3.33,1.64,0.29,Major
6,0,1,1,40,0,3.6734593,1,3.3265407,clear,wet,1,5,4,13.312433,0,0,1,32,10,0,1,1,58.63162187,0.92631985,100,morning,1,2,7,2,12,3.08,2.44,0.3,Major
0,1,0,1,20,1,4,0,4,clear,dry,2,12,7,50,1,0,1,30,10,1,0,0,40.0087681,1.35535776,99.01544503,afternoon,1,1,2,3.5,7.5,2.35,4.72,0.32,Major
4,1,1,0,30,1,1,1,2.66639,foggy,dry,1,11,2,7.8565497,0,0,1,34,11,1,0,1,75.59908536,1.454094811,100,afternoon,4,1,0,1,6,4.29,3.23,0.31,Minor
3,0,0,0,40,1,4,0,5,rainy,wet,2,5,7,80,0,0,1,23,3,1,0,1,66.65432561,0.749019757,74.72330718,night,3,2,0,3.5,8.5,4.21,1.82,0.12,Major
1,0,0,0,30,0,6,1,4,clear,muddy,2,7,6,11.538462,0,0,1,45,25,0,0,1,56.14938581,0.796202234,73.75521611,afternoon,1,3,3,3,10,2.73,2.38,0.54,Major
0,1,1,0,30,1,6,0,3,rainy,dry,0,8,7,20,1,0,1,18,0,1,1,0,60.66896535,1.067251105,79.18764157,morning,3,1,6,3.5,13.5,2.07,2.55,0,Major
4,1,0,0,40,1,2,1,6,clear,dry,1,8,1,25.454546,1,0,1,40,16,0,1,1,34.56613499,0.726551558,77.26973326,night,1,1,7,0.5,9.5,3.81,1.88,0.39,Major
4,1,1,1,30,0,6,0,3,clear,muddy,2,12,1,30,0,0,0,31,7,1,0,1,70.7632152,0.650744067,72.11429387,night,1,3,0,0.5,4.5,5.45,2.33,0.22,Minor
2,1,0,0,20,0,3,1,1,foggy,dry,2,14,1,6.6666665,1,0,1,23,4,1,1,1,31.43428215,0.925981511,75.7129544,evening,4,1,4,0.5,9.5,1.9,3.61,0.17,Major
3,1,1,0,40,0,4,0,1,foggy,dry,0,3,3,10,0,0,1,37,19,1,0,1,51.10549313,0.57224808,100,evening,4,1,0,1.5,6.5,5.33,2.44,0.5,Minor
3,1,1,0,20,0,6,0,5,clear,wet,1,6,1,40,1,0,1,19,0,1,0,1,34.29059804,1.394219971,99.38413081,evening,1,2,0,0.5,3.5,4.44,4.73,0,Minor
5,1,0,0,40,0,2,1,4,rainy,dry,0,12,3,66.666664,0,0,0,35,16,1,0,0,57.90581447,0.834196622,56.56063465,morning,3,1,2,1.5,7.5,4.71,1.38,0.44,Major
4,1,1,1,20,1,6,1,6,rainy,wet,1,5,3,12.727273,1,0,1,20,0,1,0,1,71.17610815,0.836284125,94.25064612,evening,3,2,0,1.5,6.5,2.67,4.49,0,Minor
2,0,1,0,20,1,2,1,5,rainy,icy,1,4,1,17.142857,0,0,0,39,19,0,0,1,51.77314443,1.291373113,52.03802525,morning,3,5,3,0.5,11.5,1.6,2.48,0.48,Major
0,1,1,0,20,0,1,0,6,clear,wet,2,10,8,17.5,0,0,0,25,6,0,0,1,49.72622266,0.841548357,100,evening,1,2,3,4,10,1.82,4.76,0.23,Major
2,1,1,1,30,0,4,1,2,rainy,dry,0,6,3,10,0,0,1,30,10,1,0,1,43.29573067,1.260906857,60.92891444,morning,3,1,0,1.5,5.5,4.62,1.97,0.32,Minor
6,0,0,1,40,0,4,1,2,rainy,wet,2,4,4,20,0,0,0,37,17,1,0,1,46.50693152,0.681242014,95.88901872,evening,3,2,0,2,7,5,2.34,0.45,Major
5,1,1,1,40,1,2,0,6,clear,dry,1,14,3,35,1,0,0,27,6,0,0,1,39.96392639,1.028988337,92.74088322,morning,1,1,3,1.5,6.5,5.33,2.26,0.21,Minor
3,0,0,1,20,0,4,0,6,rainy,dry,1,8,5,10.769231,0,0,1,34,14,1,0,1,69.50023514,1.268511469,73.90056925,evening,3,1,0,2.5,6.5,2.67,3.52,0.4,Minor
5,1,0,1,20,1,4,1,6,clear,wet,2,9,7,17.5,1,0,0,19,0,1,0,0,56.90959755,0.949899103,72.33845083,morning,1,2,2,3.5,8.5,2.11,3.44,0,Major
3,0,0,1,30,0,1,1,4,clear,dry,1,1,5,30,0,0,1,41,22,1,0,1,39.788877,0.571813264,75.39458103,afternoon,1,1,0,2.5,4.5,5.45,2.43,0.52,Minor
2,1,1,0,30,1,2,1,5,clear,dry,2,12,3,12.857142,1,0,1,52,32,0,0,1,45.90592548,1.23690235,89.7765417,night,1,1,3,1.5,6.5,4,2.9,0.6,Minor
5,1,0,0,30,1,1,1,1,rainy,dry,0,1,5,5.4545455,1,0,1,62,44,1,0,1,88.73835538,0.994056494,96.87434011,evening,3,1,0,2.5,6.5,4,3.12,0.7,Minor
3,0,1,0,30,1,3,1,1,clear,dry,1,4,3,15,0,0,1,35,17,1,0,0,49.08230304,0.816416123,100,night,1,1,2,1.5,5.5,4.62,3.23,0.47,Minor
5,1,1,1,20,0,2,1,6,foggy,dry,1,6,9,9.333333,0,0,0,42,21,1,0,1,66.7942692,1.492795735,100,evening,4,1,0,4.5,9.5,1.9,4.76,0.49,Major
3,1,0,0,20,0,6,0,2.9832308,clear,dry,0,8,3,7.242238,0,0,1,18,0,1,0,0,36.35162164,1.376072226,91.5939884,afternoon,1,1,2,1.5,5.5,3.08,4.36,0,Minor
6,0,1,0,20,1,5,1,3,rainy,wet,2,12,4,5.3333335,0,0,1,50,26,1,0,1,52.10395284,0.53782255,85.30132646,afternoon,3,2,0,2,7,2.5,4.06,0.51,Major
1,0,1,1,40,1,5,0,6,foggy,wet,2,12,9,31.11111,0,0,0,42,18,1,0,1,35.63250291,1.09365403,69.24645646,morning,4,2,0,4.5,10.5,3.48,1.69,0.42,Major
5,0,1,0,20,1,2,1,5,foggy,dry,0,1,4,9.230769,1,0,1,30,11,1,0,0,36.97034228,0.854568731,93.000635,afternoon,4,1,2,2,9,2,4.43,0.35,Major
1,0,0,1,30,0,5,1,2,clear,dry,0,3,2,9,0,0,0,47,26,1,0,1,56.90613077,0.537405189,100,night,1,1,0,1,3,7.5,3.23,0.54,Minor
0,0,0.39515024,0,40,1,2.6048498,0.39515024,3.6048498,clear,muddy,2,12,6,23.024248,1,0,1,32,14,1,0,0,31.56610348,0.511297027,100,evening,1,3,2,3,9,4,2.44,0.42,Major
5,0,0,0,30,0,2,1,3,rainy,muddy,0,4,5,17.142857,0,0,0,30,7,1,0,1,27.11943668,1.083757783,85.68051418,morning,3,3,0,2.5,8.5,3.16,2.76,0.23,Major
4,1,1,1,30,0,1,0,2,clear,dry,0,10,5,45,0,0,1,39,20,0,0,1,55.27840953,0.820130659,68.03355355,morning,1,1,3,2.5,7.5,3.53,2.19,0.5,Major
3,0,0,0,30,1,3,1,6,clear,wet,1,2,6,105,0,0,0,24,4,0,0,1,37.67717848,1.203316206,82.78692494,evening,1,2,3,3,9,3,2.67,0.16,Major
4,1,1,1,30,0,1,0,2,foggy,dry,0,13,6,45,0,0,1,45,26,1,0,1,40.79999203,0.954421286,94.53380559,morning,4,1,0,3,8,3.33,3.05,0.57,Major
6,0,0,1,30,1,1,0,5,clear,dry,2,9,9,45,0,0,1,24,2,0,0,1,17.98326804,1.266497559,100,afternoon,1,1,3,4.5,9.5,2.86,3.23,0.08,Major
6,1,1,1,40,0,3,1,4,clear,dry,0,3,2,40,0,0,1,24,5,1,0,1,25.96054304,1.313065235,84.74409131,night,1,1,0,1,3,10,2.07,0.2,Minor
1,0,0,1,30,1,3,1,2,rainy,dry,0,4,3,8.181818,0,0,1,25,5,1,0,0,48.31017531,1.157234405,99.10222347,night,3,1,2,1.5,7.5,3.53,3.2,0.19,Major
6,1,0,0,30,1,1,1,2,clear,dry,0,4,4,8.181818,0,0,0,42,20,1,0,1,41.49634164,0.917972608,100,afternoon,1,1,0,2,4,6,3.23,0.47,Minor
6,0,1,0,40,0,6,0,6,foggy,dry,2,1,4,40,1,0,0,28,4,0,0,1,58.63763336,1.48847725,74.1902303,evening,4,1,3,2,10,3.64,1.81,0.14,Major
0,1,1,0,20,0,1,0,4,clear,dry,2,5,2,16.666666,1,0,1,21,0,1,0,1,31.50417657,0.806685381,68.48170465,evening,1,1,0,1,3,5,3.26,0,Minor
5,1,0,1,20,1,4,1,6,clear,dry,2,5,4,17.5,0,0,0,28,7,1,0,1,42.50907282,1.014579334,100,morning,1,1,0,2,4,4,4.76,0.24,Minor
3,1,0,0,40,1,4,0,2,clear,wet,1,2,9,10,0,0,1,34,11,1,1,1,45.69727718,1.020404102,94.29515232,morning,1,2,4,4.5,11.5,3.2,2.3,0.31,Major
5,0,1,1,30,0,2,0,5,rainy,wet,2,1,8,36,1,0,0,23,4,1,0,1,41.93807406,0.928338851,91.21197471,afternoon,3,2,0,4,9,3,2.94,0.17,Major
1,0,1,0,30,0,6,1,1,clear,dry,1,5,7,6,0,0,0,23,0,1,0,1,53.96262455,0.621415319,69.17228429,night,1,1,0,3.5,5.5,4.62,2.23,0,Minor
5,0,0.14005959,0.8599404,20,1,1,0,4.8599405,stormy,dry,2,5,5,13.02209,0,0,1,56,35,1,0,0,28.71335748,0.853942092,38.93062834,evening,5,1,2,2.5,10.5,1.74,1.85,0.61,Major
5,0,1,0,30,0,3,1,3,rainy,dry,0,7,3,20,0,0,1,26,7,0,0,1,52.68444224,0.715189746,89.59671037,morning,3,1,3,1.5,8.5,3.16,2.89,0.26,Major
4,0,0,0,40,1,6,0,6,rainy,wet,0,11,4,140,1,0,1,31,13,1,0,1,62.0865949,1.399857193,89.72098141,night,3,2,0,2,7,5,2.19,0.41,Major
1,1,0,0,30,1,6,0,1,clear,dry,1,10,1,15,0,0,1,31,13,1,0,0,32.64999983,1.155375083,93.73005681,evening,1,1,2,0.5,4.5,5.45,3.02,0.41,Minor
0,1,1,1,30,0,6,0,5,rainy,dry,1,10,6,16.363636,0,0,0,30,10,1,0,1,51.01003517,0.787814184,80.02819712,afternoon,3,1,0,3,7,3.75,2.58,0.32,Major
1,1,0,1,40,0,6,0,2,rainy,wet,2,2,2,8,0,0,1,41,17,0,1,1,50.36066272,1.065732623,68.77844512,afternoon,3,2,7,1,13,2.86,1.68,0.4,Major
3,1,1,1,40,1,5,1,1,clear,dry,1,14,6,16,0,0,1,44,20,1,1,1,53.83180338,1.353207522,85.39487247,evening,1,1,4,3,9,4,2.08,0.44,Major
5,1,1,0,40,0,4,0,3,rainy,dry,0,13,4,14.545455,0,0,1,31,8,1,0,1,45.02236711,1.434434495,100,afternoon,3,1,0,2,6,5.71,2.44,0.25,Minor
4,0,0,0,30,0,1,0,5,stormy,dry,1,12,6,60,0,0,1,22,4,1,1,1,66.27438509,0.575035563,90.99351611,afternoon,5,1,4,3,13,2.14,2.94,0.17,Major
0,0,0,0,20,0,3,0,3,clear,dry,2,14,8,5.3333335,1,0,0,47,25,1,0,1,76.65431229,1.286908502,53.13758864,afternoon,1,1,0,4,6,2.86,2.53,0.52,Minor
1,0,0,0,30,0,6,1,4,rainy,dry,2,8,9,11.538462,0,0,1,34,12,0,0,1,54.37626502,1.466308091,76.3795547,evening,3,1,3,4.5,11.5,2.4,2.46,0.34,Major
6,0,0,1,20,0,6,0,2,foggy,dry,2,5,4,4.6153846,0,0,0,52,28,1,0,1,49.70868241,0.967245802,67.04196214,afternoon,4,1,0,2,7,2.5,3.19,0.53,Major
6,0,1,1,30,0,5,1,6,clear,dry,1,5,1,52.5,0,0,1,18,0,1,0,1,45.20668842,1.49553401,100,night,1,1,0,0.5,2.5,8.57,3.23,0,Minor
6,1,1,1,40,0,4,0,6,clear,dry,2,9,9,28,0,0,0,36,17,0,0,1,25.29691614,1.457077991,75.66513944,evening,1,1,3,4.5,9.5,3.81,1.85,0.46,Major
3,0,1,0,20,0,2,1,6,rainy,dry,1,2,6,14,1,0,1,54,30,0,0,1,23.58879486,1.156891348,100,afternoon,3,1,3,3,10,1.82,4.76,0.55,Major
6,0,0,1,20,0,4,1,5,stormy,dry,0,10,5,40,0,0,1,31,10,1,0,0,27.69051903,1.3476114,84.45547313,evening,5,1,2,2.5,10.5,1.74,4.02,0.31,Major
4,1,0,0,20,1,4,0,5,foggy,dry,0,11,5,8,0,0,0,32,10,0,0,1,48.98608839,0.796563118,71.79676554,night,4,1,3,2.5,10.5,1.74,3.42,0.3,Major
4,0,0,0,40,1,6,0,6,clear,dry,0,2,1,140,0,0,1,37,18,1,0,1,42.10905218,1.41746365,60.80941387,afternoon,1,1,0,0.5,2.5,11.43,1.48,0.47,Minor
2,0,0,0,40,1,1,0,6,foggy,dry,0,5,5,20,1,0,1,29,8,1,1,1,67.90674757,1.09188911,72.94760579,evening,4,1,4,2.5,11.5,3.2,1.78,0.27,Major
6,1,0,1,30,1,3,1,1,rainy,dry,1,1,7,5.4545455,0,0,1,31,7,1,1,1,10,1.009665588,80.25452985,morning,3,1,4,3.5,11.5,2.4,2.59,0.22,Major
5,1,0,0,40,1,2,1,4,clear,dry,1,11,3,18.181818,0,0,0,31,7,1,0,0,45.61090998,1.335661764,57.64227213,afternoon,1,1,2,1.5,5.5,6.15,1.41,0.22,Minor
4,1,1,0,40,0,3,1,1,foggy,wet,1,5,4,10,0,0,1,28,10,1,0,1,51.50084233,1.389494379,92.80169566,morning,4,2,0,2,8,4.44,2.26,0.34,Major
2,0,1,0,20,0,3,1,2,foggy,dry,1,5,5,6.6666665,0,0,0,47,28,0,0,1,58.46525514,1.201249067,63.04139223,afternoon,4,1,3,2.5,10.5,1.74,3,0.58,Major
6,1,0,0,30,1,1,1,2,clear,wet,0,8,9,8.181818,1,0,0,39,18,1,0,1,47.14985092,0.525036283,50.83942767,night,1,2,0,4.5,7.5,3.53,1.64,0.45,Major
5,0,0,0,40,0,4,1,6,clear,dry,2,6,3,28,0,0,1,37,17,1,1,1,50.47192903,1.097206142,53.59251255,morning,1,1,4,1.5,7.5,4.71,1.31,0.45,Major
0,0,1,1,20,1,4,0,6,clear,wet,0,11,3,23.333334,0,0,1,43,19,1,0,1,47.64047838,1.321655896,70.39402905,evening,1,2,0,1.5,4.5,3.64,3.35,0.43,Minor
5,0,1,0,40,0,5,1,5,clear,dry,2,6,8,21.818182,0,0,0,32,9,0,0,0,51.59628432,1.045269339,90.9583338,evening,1,1,5,4,11,3.33,2.22,0.27,Major
1,1,0,0,30,0,6,0,2,rainy,dry,0,5,9,12.857142,1,0,1,27,4,0,0,1,44.71076985,1.434858643,100,afternoon,3,1,3,4.5,11.5,2.4,3.23,0.14,Major
4,0,0,0,20,0,5,1,5,foggy,dry,1,5,5,30,0,0,0,28,4,1,0,1,76.74267804,1.397317386,75.2004239,evening,4,1,0,2.5,7.5,2.35,3.58,0.14,Major
4,1,0,1,40,1,2,0,1,clear,dry,0,8,9,20,0,0,1,35,15,1,0,1,53.66766793,1.029676252,86.65034663,night,1,1,0,4.5,6.5,5.33,2.11,0.42,Minor
5,0,1,1,40,0,6,0,2,foggy,dry,0,14,4,12,0,0,0,24,2,1,0,1,47.96084208,0.903830793,78.58859837,evening,4,1,0,2,7,5,1.92,0.08,Major
4,0,0,1,40,0,3,0,2,clear,dry,2,1,8,13.333333,0,0,1,29,6,1,0,1,33.92813268,0.555076451,37.39410166,night,1,1,0,4,6,5.71,0.91,0.2,Minor
1,1,1,1,40,1,2,1,3,clear,dry,1,9,8,11.428572,0,0,1,29,8,1,0,1,39.86561006,1.132597743,87.55369552,afternoon,1,1,0,4,6,5.71,2.14,0.27,Minor
2,1,0,0,20,1,3,0,5,clear,dry,2,6,7,40,0,0,1,56,32,0,0,0,67.65180525,0.765964705,79.56517763,morning,1,1,5,3.5,10.5,1.74,3.79,0.56,Major
2,0,0,1,30,0,1,1,4,clear,wet,1,9,7,10,0,0,1,18,0,1,0,1,10,1.168452312,48.46720871,morning,1,2,0,3.5,6.5,4,1.56,0,Minor
2,1,1,0,20,1,4,1,4,rainy,wet,0,2,5,16.666666,0,0,1,33,9,1,0,1,45.85198459,1.298761237,100,night,3,2,0,2.5,7.5,2.35,4.76,0.26,Major
4,0,0,1,20,0,6,0,3,clear,dry,0,3,3,16,0,0,1,52,32,0,0,1,44.62615682,0.908693511,92.00097937,afternoon,1,1,3,1.5,6.5,2.67,4.38,0.6,Minor
5,1,0,1,30,1,4,1,4,rainy,muddy,2,1,1,21.428572,0,0,1,36,14,0,0,0,52.50127226,0.515584738,46.67755606,afternoon,3,3,5,0.5,11.5,2.4,1.51,0.38,Major
5,0,1,0,40,1,3,0,3,clear,muddy,2,5,1,20,0,0,0,42,23,1,0,1,48.9782312,1.365253433,90.47170578,evening,1,3,0,0.5,4.5,7.27,2.21,0.53,Minor
3,1,0,0,20,1,5,1,1,stormy,dry,2,2,9,3.3333333,0,0,1,35,11,1,0,1,67.73716583,1.049007108,100,evening,5,1,0,4.5,10.5,1.74,4.76,0.31,Major
0,0,0,1,20,0,5,0,6,clear,dry,2,11,1,46.666668,0,0,1,28,9,0,0,0,46.47309219,0.814791438,80.13084599,afternoon,1,1,5,0.5,7.5,2.35,3.82,0.31,Major
3,0,1,1,20,0,1,1,3,rainy,wet,1,1,1,8.888889,0,0,0,18,0,1,0,1,44.03837657,1.133796045,93.81198915,evening,3,2,0,0.5,5.5,3.08,4.47,0,Minor
4,1,0,0,40,0,6,1,3,clear,wet,1,9,3,22.857143,0,0,0,37,16,0,0,1,59.27686134,1.174394126,68.63718927,afternoon,1,2,3,1.5,7.5,4.71,1.67,0.42,Major
2,1,1,1,30,0,6,1,3,clear,dry,2,11,1,40,1,0,0,27,6,0,0,1,67.99246712,0.647466707,71.01800835,afternoon,1,1,3,0.5,5.5,4.62,2.29,0.21,Minor
0,0,1,1,40,0,6,0,4,clear,dry,2,9,2,33.333332,0,0,1,26,3,1,1,1,55.30270416,1.14640153,100,afternoon,1,1,4,1,7,5,2.44,0.11,Major
0,0,1,0,30,0,3,0,5,clear,wet,2,6,5,60,0,0,1,30,9,0,0,0,60.17315627,0.786686981,92.71567832,evening,1,2,5,2.5,10.5,2.61,2.99,0.29,Major
6,0,1,1,30,1,6,0,6,clear,dry,1,11,1,30,0,0,1,52,28,1,1,1,41.73893652,1.303624799,100,afternoon,1,1,4,0.5,6.5,4,3.23,0.53,Minor
3,0,0,0,20,0,5,0,6,clear,wet,0,11,5,10,0,0,1,59,39,1,0,0,46.88107209,1.44151058,75.29819129,morning,1,2,2,2.5,7.5,2.35,3.59,0.65,Major
2,1,1,1,40,0,1.9840337,1,1,clear,dry,2,8,9,10,0,0,1,37,17,0,0,0,67.2859811,0.602667368,89.04494579,morning,1,1,5,4.5,11.5,3.2,2.17,0.45,Major
3,1,0,1,40,1,3,1,5,rainy,wet,2,13,9,34.285713,0,0,1,30,8,1,1,1,52.9006719,1.417357797,78.46904104,night,3,2,4,4.5,13.5,2.76,1.91,0.26,Major
5,1,1,0,40,1,2,1,6,clear,wet,2,11,1,28,1,0,0,23,3,1,0,1,41.36955186,1.403445975,92.28935264,evening,1,2,0,0.5,3.5,8.89,2.25,0.12,Minor
0,0,1,1,30,1,2,1,6,clear,muddy,1,12,5,52.5,0,0,0,39,16,1,0,1,45.48825832,0.842907618,77.7301143,afternoon,1,3,0,2.5,6.5,4,2.51,0.4,Minor
5,0,0,0,30,0,2,1,3,clear,dry,0,9,9,17.142857,0,0,0,52,33,1,0,1,60.55726935,0.528835516,100,evening,1,1,0,4.5,6.5,4,3.23,0.62,Minor
6,0,0,1,30,1,1,0,4,clear,dry,1,5,1,10,0,0,1,32,10,1,0,1,61.89340515,1.163225387,75.27481694,evening,1,1,0,0.5,2.5,8.57,2.43,0.3,Minor
6,1,0,1,30,1,6,0,1,clear,dry,1,2,8,8.571428,0,0,1,18,0,0,0,1,32.36803288,0.844711177,88.51332115,afternoon,1,1,3,4,9,3,2.86,0,Major
6,0,0,1,20,0,2,1,4,stormy,dry,1,4,8,33.333332,0,0,1,41,20,0,0,1,50.43886913,0.691647496,43.98936867,morning,5,1,3,4,13,1.43,2.09,0.48,Major
5,1,0,0,30,1,5,0,6,clear,dry,2,3,8,16.153847,0,0,1,44,24,1,0,0,44.88235736,0.608564456,100,afternoon,1,1,2,4,8,3.33,3.23,0.53,Major
5,0,0.14005959,0.8599404,20,1,1,0,4.8599405,clear,wet,2,10,5,13.02209,0,0,1,19,1,0,0,0,44.01696228,0.696026362,56.5140842,evening,1,2,5,2.5,10.5,1.74,2.69,0.05,Major
5,1,1,1,20,1,6,1,1,clear,dry,1,7,5,5,0,0,0,36,14,1,0,0,64.95461926,0.737466832,67.07440182,morning,1,1,2,2.5,6.5,2.67,3.19,0.38,Minor
3,0,1,1,30,1,4,0,2,clear,dry,2,10,1,18,0,0,0,39,15,0,0,1,41.4369279,1.295825519,55.23910184,afternoon,1,1,3,0.5,5.5,4.62,1.78,0.38,Minor
0,1,0,0,40,1,4,0,3,clear,muddy,0,10,8,16,1,0,1,34,10,1,1,0,36.36634345,1.283819446,51.50371765,night,1,3,6,4,14,2.67,1.26,0.29,Major
6,0,0,0,40,1,5,1,5,rainy,dry,0,10,2,16,1,0,1,27,4,0,0,1,32.77513043,0.994414206,99.44146733,evening,3,1,3,1,8,4.44,2.43,0.14,Major
4,1,1,0,30,1,1,1,1,rainy,dry,2,8,9,4.285714,1,0,1,45,25,1,0,1,42.38179603,1.053325295,64.19220097,morning,3,1,0,4.5,8.5,3.16,2.07,0.54,Major
